chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
0.2025594264268875,1876.4824843413237,2078.6074200384664,3927.9095818014707,0.06799845503579721,-261.52056884765625,94.68468475341797,-9.622087478637695,-4.124588489532471,-13.66765022277832,-24.183927536010742,-35.071441650390625,-17.30767250061035,-16.780548095703125,-13.533324241638184,-14.836671829223633,-8.434222221374512,-13.420121192932129,-6.487002372741699,-9.072622299194336,-3.00309681892395,-14.55655288696289,-0.6790722012519836,-7.531110763549805,-2.9356229305267334
