chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.35407841205596924,-2.589423418045044,1990.750181857648,2019.76095849738,4157.991523860778,0.08321151497194272,-96.66488647460938,104.5418930053711,-19.884628295898438,16.9993953704834,-5.133568286895752,0.8938774466514587,-6.290124893188477,-1.8091356754302979,-7.760899543762207,-1.3104455471038818,-13.384431838989258,-1.7746320962905884,-1.946771264076233,-4.098090648651123,-0.5953006148338318,1.1669715642929077,-7.8902411460876465,2.3455617427825928,-7.2752885818481445,-1.917721152305603,happy
0.2550865113735199,-4.55571985244751,1624.8386106123758,1817.0664527115734,3336.27982597233,0.07139601574593653,-150.89053344726562,137.6786651611328,-13.492371559143066,28.452648162841797,-1.0184190273284912,-7.393069267272949,-3.4624829292297363,-16.901355743408203,1.9609613418579102,-6.402637958526611,-4.855508804321289,-6.439023971557617,-7.579618453979492,3.680199146270752,-13.286477088928223,-10.70167350769043,-4.552006721496582,-2.872978925704956,-7.790328502655029,-5.24839973449707,happy
0.3190358579158783,-4.730822563171387,2971.5569163032887,2690.082990033626,6165.337719046294,0.1476544359520124,-130.19476318359375,57.00159454345703,-1.5342143774032593,17.542125701904297,6.7005462646484375,-4.208329677581787,1.2679095268249512,-12.275440216064453,-6.110565662384033,-2.0623362064361572,-16.047420501708984,2.410231590270996,-5.968127727508545,0.057160817086696625,-6.110922813415527,-0.1873052716255188,-2.048609733581543,3.6230692863464355,-0.8119873404502869,4.340913772583008,happy
0.32668566703796387,-5.259371280670166,1920.7655644110987,2241.2310051162517,3885.2681729815695,0.07850897349071208,-162.91258239746094,107.215087890625,1.0101683139801025,23.055545806884766,14.995295524597168,-1.970820426940918,4.785038471221924,-5.114902496337891,-7.975493907928467,-0.4147493839263916,-13.737678527832031,-2.205744981765747,-12.556297302246094,-4.574249267578125,-6.055572032928467,-9.018047332763672,-8.335948944091797,-6.207147121429443,-11.368501663208008,-3.8008265495300293,happy
0.3062524199485779,1.8105015754699707,2609.940798104279,2681.573359896552,5708.715480178503,0.10702127273606811,-75.2101821899414,83.71898651123047,0.4148550033569336,22.30328941345215,7.560598373413086,-0.9430878162384033,6.577329158782959,-9.550273895263672,-1.2638517618179321,0.5894193649291992,-7.961893081665039,0.9820810556411743,-1.7622032165527344,4.834066867828369,-0.5944765210151672,5.261451244354248,0.9659735560417175,3.4538087844848633,-6.041533470153809,2.8756699562072754,happy
0.3131130039691925,2.1733388900756836,2720.2215942857324,2769.510108527679,5819.039813062355,0.11960018382352941,-95.21601104736328,77.24269104003906,12.176783561706543,24.540653228759766,7.975683212280273,-2.590773582458496,15.557291030883789,-16.338354110717773,5.554487705230713,0.7627586126327515,-14.728218078613281,-2.1429672241210938,-5.690196514129639,6.6452107429504395,0.5729357600212097,11.015655517578125,7.901978015899658,7.833918571472168,-3.337120294570923,5.730364799499512,happy
0.408703088760376,2.531132698059082,1701.2782288651565,2191.085802142184,3678.444423616486,0.05120679542376161,-155.52975463867188,109.9188003540039,4.413083553314209,30.699718475341797,6.414032936096191,10.259963989257812,20.295740127563477,-3.0930190086364746,10.583868026733398,10.731178283691406,-4.094826698303223,10.855241775512695,2.3740320205688477,5.908692359924316,-6.370783805847168,1.072540283203125,-3.430514335632324,0.947708249092102,-2.1110315322875977,0.7779722213745117,happy
0.3246070146560669,-4.2338361740112305,1202.0036973134752,1450.2724653662708,2314.6193371468653,0.05041541698916409,-241.31356811523438,141.39451599121094,7.220071315765381,29.898244857788086,11.757012367248535,9.768800735473633,8.84872055053711,3.7729251384735107,-10.827272415161133,0.8232345581054688,-4.4509429931640625,-4.266757011413574,-5.434389114379883,-2.8928887844085693,-3.734729528427124,4.52647590637207,-7.458828449249268,-1.284946084022522,-9.747733116149902,-11.274694442749023,happy
0.32889237999916077,-2.4948859214782715,2859.7255681035163,2644.534393057599,5883.422757080834,0.14039144132159442,-109.21894073486328,62.153160095214844,-3.8915183544158936,8.745150566101074,1.2118853330612183,6.920064926147461,-7.084069728851318,1.1138889789581299,-4.588383197784424,2.1632823944091797,-5.415483474731445,-1.6121865510940552,-6.123088359832764,-0.33564767241477966,-2.3996706008911133,3.5680155754089355,-2.2137367725372314,6.273845195770264,-3.9255530834198,4.761263847351074,happy
0.222739115357399,-12.546136856079102,1561.787302935672,1680.4356966569246,3291.9800938467492,0.06882989369678792,-304.2444763183594,70.2828369140625,12.93303108215332,15.612529754638672,4.50399923324585,-2.533095121383667,-2.7530550956726074,4.02333402633667,-9.326221466064453,-1.5840975046157837,-10.446049690246582,-5.02459716796875,-3.7862606048583984,-1.7371327877044678,-1.8306323289871216,-1.5042927265167236,-0.8505445718765259,-2.6956136226654053,-6.5534539222717285,-3.408982515335083,happy
