chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.3366629183292389,1795.983981897636,2167.07377375026,3697.7026404980165,0.08459850582914087,-94.35619354248047,119.03549194335938,3.118788480758667,13.616177558898926,-18.35455322265625,-10.861651420593262,1.4591033458709717,8.889604568481445,2.411684274673462,10.087420463562012,1.4095230102539062,2.4514575004577637,5.340808868408203,5.795235633850098,-8.50410270690918,4.689482688903809,-7.291996955871582,-6.7228684425354,-6.710011005401611,6.474719524383545,Calm
0.28494760394096375,2240.3567400082793,2065.09270716868,4321.5738680340555,0.1200234616873065,-131.92498779296875,71.66168975830078,-32.89806365966797,33.00853729248047,1.2077395915985107,4.331282615661621,-10.12928295135498,-4.730531215667725,-7.996530532836914,2.999528646469116,-5.657225131988525,3.110797882080078,-1.6525572538375854,3.314750909805298,-0.6700019836425781,0.4684871435165405,-5.25370979309082,-8.238581657409668,-11.387212753295898,-6.4354567527771,Calm
0.25959494709968567,1183.3362919629953,1416.8495175835997,2210.144968889077,0.05680426724554954,-248.44650268554688,153.19606018066406,2.470369338989258,17.73004722595215,5.805793285369873,-5.42828893661499,-11.43077278137207,-6.935307502746582,-7.399298191070557,-5.096248149871826,-6.121644973754883,-2.6826422214508057,-5.190782070159912,-4.586108684539795,-5.979599475860596,4.165063381195068,5.5826616287231445,6.2018723487854,0.23453231155872345,-0.3862379491329193,Calm
0.41604989767074585,1924.7345844549236,2580.180775602593,4466.847989581318,0.059444462920859135,-206.85110473632812,84.52647399902344,52.33881759643555,36.94636917114258,21.617263793945312,26.518301010131836,6.846928596496582,6.8018999099731445,1.7593134641647339,8.02340030670166,-1.8232858180999756,-1.3772001266479492,-5.387463092803955,1.2213525772094727,-2.180755138397217,3.102691173553467,-2.851355791091919,7.868321895599365,3.159857988357544,-0.9465629458427429,Calm
0.38207170367240906,2353.5314099151037,2437.500048402378,4968.744954679035,0.10573329866486068,-108.44576263427734,83.70126342773438,1.0654997825622559,37.071189880371094,1.5534573793411255,9.001060485839844,2.9492969512939453,4.220092296600342,5.614907264709473,10.437912940979004,-1.3101145029067993,4.684770107269287,1.46407151222229,5.855601787567139,-3.851238965988159,1.3532840013504028,-7.296999931335449,-4.18762731552124,-8.36726188659668,-2.154184341430664,Calm
0.4111937880516052,2619.0458861932443,2417.782216085108,5215.643461717541,0.12834465097716719,-97.3595199584961,68.28466033935547,-10.489669799804688,27.241525650024414,-2.628411293029785,10.844968795776367,4.815013885498047,7.4667863845825195,1.7211802005767822,3.5201385021209717,-4.316182613372803,1.314448595046997,-2.4130983352661133,0.1645262986421585,-4.0188517570495605,1.3133867979049683,-4.047846794128418,1.70973801612854,-3.7490038871765137,-0.4034497141838074,Calm
0.36694177985191345,1900.666656394679,1944.0033061385545,3537.786940819708,0.10195781129063468,-323.1873474121094,78.37183380126953,-21.744441986083984,-17.48988914489746,-5.16315221786499,12.456277847290039,6.659501552581787,-0.19813552498817444,-11.482181549072266,-6.5136637687683105,5.275143623352051,5.383406639099121,-6.132783889770508,4.772619724273682,4.761728763580322,1.657880425453186,0.7749485373497009,-1.136928915977478,-5.128244876861572,-0.33716970682144165,Calm
0.4409780502319336,2261.7873962624544,2621.966321449378,5252.376572930776,0.06807895341524768,-131.04273986816406,73.37010192871094,33.7173957824707,37.792991638183594,5.380345344543457,16.4038028717041,6.118881702423096,10.826360702514648,4.408044815063477,7.838016033172607,0.0224209725856781,4.372604846954346,-1.6642869710922241,1.378121256828308,-0.9198378920555115,5.513601779937744,0.6596220135688782,2.971019983291626,-1.5763068199157715,2.0326826572418213,Calm
0.3920905888080597,2593.474698781177,2509.181884239132,5360.284253761126,0.12998938781927244,-210.0567626953125,77.39566802978516,-9.015792846679688,2.795335054397583,-8.169002532958984,-2.06750226020813,-5.084689617156982,1.8041530847549438,-7.038466930389404,-2.083796739578247,-7.438492298126221,-1.0006461143493652,-6.445137023925781,0.9141770005226135,-8.060770988464355,2.654609441757202,-6.295070648193359,-0.8499242067337036,-7.055227756500244,-3.4905171394348145,Calm
0.3954581022262573,2344.1047419236284,2524.825462254631,5084.694253549487,0.09769555437306501,-165.36624145507812,81.38780975341797,17.54184341430664,26.04486656188965,6.883574485778809,9.491929054260254,-2.335479736328125,5.385483741760254,-3.839804172515869,4.5860371589660645,-3.839972734451294,5.626462459564209,-0.9331086874008179,3.0729293823242188,-2.4007930755615234,1.1139482259750366,-2.3384838104248047,1.5509281158447266,-4.5059638023376465,-0.9135280847549438,Calm
