chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
0.22539016604423523,1121.4820891095994,1362.8318388046512,1996.229595739406,0.054935419891640865,-253.58969116210938,149.07797241210938,30.465044021606445,14.435976028442383,4.00154972076416,1.7685182094573975,-10.922333717346191,5.168443202972412,-8.401283264160156,-7.583308696746826,-5.661661148071289,-7.093255519866943,-2.4269063472747803,-0.905724048614502,-0.9513210654258728,-1.1834204196929932,-6.258498668670654,-3.8617732524871826,-3.314568042755127,-3.4950673580169678
